#
# planets data
#
#  Time-stamp: <2023/07/27 16:01:55 (CST) daisuke>
#
#  data file prepared by Kinoshita Daisuke
#
#  format of data file
#   1st column: planet name
#   2nd column: semimajor axis in au
#   3rd column: orbital period in day
#
Mercury  0.3871    88.0
Venus    0.7233   224.7
Earth    1.0000   365.2
Mars     1.5237   687.0
Jupiter  5.2034  4331.0
Saturn   9.5371 10747.0
Uranus  19.1913 30589.0
Neptune 30.0690 59800.0
